name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
WolfCop II,65,60,63,"['Comedy', 'Horror']",,1h 22m,2016,"['Leo Fafard', 'Amy Matysio', 'Jonathan Cherry', 'Yannick Bisson', 'Devery Jacobs']",['Lowell Dean'],32062904,28667664,60730568,0
Rogue One: A Star Wars Story,84,87,85,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",PG-13,2h 14m,2016,"['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen', 'Wen Jiang']",['Gareth Edwards 3'],42027,0,42027,0
Paint It Black,88,48,74,['Drama'],,1h 36m,2016,"['Janet McTeer', 'Alia Shawkat', 'Alfred Molina', 'Rhys Wakefield', 'Emily Rios']",['Amber Tamblyn'],13110903,0,13110903,0
I Called Him Morgan,96,83,91,['Documentary'],,1h 32m,2016,"['Lee Morgan', 'Helen Morgan', 'Wayne Shorter', 'Jymie Merritt', 'Bennie Maupin']",['Kasper Collin'],616333,0,616333,0
Hillsong: Let Hope Rise,60,79,66,"['Documentary', 'Music']",PG,1h 43m,2016,"['Michael Guy Chislett', 'Matt Crocker', 'Jonathon Douglass', 'Jad Gillies', 'Bobbie Houston']",['Michael John Warren'],101648571,135553728,237202299,90000000
The Housemaid: Co Hau Gai,71,36,59,"['Horror', 'Romance']",,1h 45m,2016,"['Nhung Kate', 'Jean-Michel Richaud', 'Xuân Kim', 'Svitlana Kovalenko', 'Rosie Fellner']",['Derek Nguyen'],1270847,1791331,3062178,0
The Ivory Game,77,75,76,['Documentary'],,1h 52m,2016,"['Prince William', 'Kief Davidson', 'Richard Ladkani', 'Kief Davidson', 'Wolfgang Knöpfler']","['1168117 Kief Davidson', '1168118 Richard Ladkani']",157066392,281900000,438966392,0
National Bird,100,60,86,['Documentary'],,1h 32m,2016,"['Jesselyn Radack', 'Sonia Kennebeck', 'Wim Wenders', 'Errol Morris', 'Sonia Kennebeck']",['Sonia Kennebeck'],132555,0,132555,0
The Belko Experiment,54,40,49,"['Mystery & Thriller', 'Horror', 'Action']",R,1h 30m,2016,"['John Gallagher Jr.', 'Tony Goldwyn', 'Adria Arjona', 'John C. McGinley', 'Josh Brener']",['Greg Mclean'],16757163,0,16757163,0
Further Beyond,100,100,99,['Documentary'],,1h 29m,2016,"['Joe Lawlor', 'Christine Molloy', 'Joe Lawlor', 'Christine Molloy', 'Joe Lawlor']","['Joe Lawlor', 'Christine Molloy']",132555,0,132555,0
Fight for Space,100,50,83,['Documentary'],,1h 32m,2016,"['Neil deGrasse Tyson', 'Bill Nye', 'Michio Kaku', 'Jim Lovell', 'Paul J. Hildebrandt']",['Paul Hildebrandt'],132555,0,132555,0
Office Christmas Party,40,40,40,"['Holiday', 'Comedy']",R,1h 45m,2016,"['Jason Bateman', 'Olivia Munn', 'T.J. Miller', 'Jennifer Aniston', 'Kate McKinnon']","['Josh Gordon', 'Will Speck']",67544505,20670651,88215156,35000000
Peter and the Farm,100,76,91,['Documentary'],,1h 31m,2016,"['Peter Dunning', 'Tony Stone', 'Tony Stone', 'Melissa Auf der Maur', 'Jake Perlin']",['Tony Stone 4'],132555,0,132555,0
The Midnight Man,27,32,28,"['Horror', 'Mystery & Thriller']",,1h 33m,2016,"['Robert Englund', 'Lin Shaye', 'Grayson Gabriel', 'Summer H. Howell', 'Keenan Lehmann']",['Travis Zariwny'],76808654,85846697,162655351,30000000
They Call Us Monsters,83,73,79,['Documentary'],,1h 22m,2016,"['Allegra Acosta', 'Nathan Corddry', 'Gabriel Cowan', 'Steven Fernandez', 'Nora Kirkpatrick']",['Benjamin Lear'],4055660,3295401,7351061,0
Little Men,96,63,85,['Drama'],PG,1h 25m,2016,"['Greg Kinnear', 'Jennifer Ehle', 'Paulina García', 'Michael Barbieri', 'Theo Taplitz']",['Ira Sachs'],616333,0,616333,0
Best and Most Beautiful Things,81,73,78,['Documentary'],,1h 30m,2016,"['Michelle Smith', 'Julie Smith', 'Jeff Migliozzi', 'Bill Appel', 'Garrett Zevgetis']",['Garrett Zevgetis'],676631,0,676631,0
Little Boxes,67,49,61,"['Comedy', 'Drama']",,1h 24m,2016,"['Melanie Lynskey', 'Nelsan Ellis', 'Armani Jackson', 'Oona Laurence', 'Janeane Garofalo']",['Rob Meyer'],5743,0,5743,0
Precious Cargo,0,23,7,"['Action', 'Mystery & Thriller']",R,1h 35m,2016,"['Mark-Paul Gosselaar', 'Bruce Willis', 'Claire Forlani', 'Daniel Bernhardt', 'Nick Loeb']",['Max S Adams'],0,0,0,0
Mascots,48,36,44,['Comedy'],TVMA,1h 35m,2016,"['Zach Woods', 'Wayne Wilderson', 'Sarah Baker', 'Michael Hitchcock', 'Tom Bennett']",['Christopher Guest'],47214,0,47214,0
You're Killing Me Susana,72,67,70,"['Comedy', 'Drama', 'Romance']",,1h 42m,2016,"['Gael García Bernal', 'Verónica Echegui', 'Ashley Hinshaw', 'Björn Hlynur Haraldsson', 'Barbara Garrick']",['Roberto Sneider'],21148651,46300000,67448651,30000000
Betting on Zero,100,79,92,['Documentary'],,1h 39m,2016,"['William Ackman', 'Ted Braun', 'Devin Adair', 'Glen Zipper', 'Sonya Burres']",['Ted Braun 4'],132555,0,132555,0
Dr. Feelgood: Dealer or Healer?,83,48,71,['Documentary'],,1h 21m,2016,"['Eve Marson', 'David Boodell', 'Sara Goldblatt', 'Eve Marson', 'Mark Monroe']",['Eve Marson Singbiel'],4055660,3295401,7351061,0
Finding Oscar,82,88,84,['Documentary'],,1h 34m,2016,"['Ryan Suffern', 'Ryan Suffern', 'Mark Monroe', 'Ryan Suffern', 'Frank Marshall']",['Ryan Suffern'],829,0,829,0
City of Joy,100,67,88,['Documentary'],,1h 14m,2016,"['Denis Mukwege Mukengere', 'Christine Schuler-Deschryver', 'V', 'Jane Mukunilwa', 'Madeleine Gavin']",['Madeleine Gavin'],132555,0,132555,0
Antibirth,68,32,55,"['Horror', 'Mystery & Thriller']",,1h 34m,2016,"['Natasha Lyonne', 'Chloë Sevigny', 'Meg Tilly', 'Mark Webber', 'Maxwell McCabe-Lokos']",['Danny Perez'],0,0,0,0
Becoming Cary Grant,87,66,80,['Documentary'],,1h 20m,2016,"['Barbara Jaynes', 'Mark Glancy', 'Judy Balaban', 'David Thomson', 'Jonathan Pryce']",['Mark Kidel'],24207,0,24207,0
A Quiet Passion,92,48,77,"['Biography', 'History', 'Drama']",PG-13,2h 5m,2016,"['Cynthia Nixon', 'Jennifer Ehle', 'Keith Carradine', 'Catherine Bailey', 'Jodhi May']",['Terence Davies'],50410,0,50410,0
Undrafted,25,76,42,['Comedy'],,1h 40m,2016,"['Aaron Tveit', 'Matt Barr', 'Matt Bush', 'Chace Crawford', 'David Del Rio']",['Joe Mazzello'],14744435,6756378,21500813,25000000
The Student,87,66,80,['Drama'],,1h 58m,2016,"['Pyotr Skvortsov', 'Viktoriya Isakova', 'Aleksandra Revenko', 'Yuliya Aug', 'Aleksandr Gorchilin']",['Kirill Serebrennikov'],24207,0,24207,0
The Wild Life,17,29,21,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 30m,2016,"['Doug Stone', 'Ron Allen', 'Colin Metzger', 'Michael Sorich', 'Yuri Lowenthal']","['Vincent Kesteloot', 'Ben Stassen']",64167069,72149811,136316880,0
Jane Got a Gun,42,37,40,"['Western', 'Action']",R,1h 38m,2016,"['Natalie Portman', 'Joel Edgerton', 'Noah Emmerich', 'Rodrigo Santoro', 'Boyd Holbrook']",['Gavin Oconnor'],95059709,2450488,97510197,40000000
Haze,88,83,86,['Drama'],,1h 46m,2016,"['Kirk Curran', 'Mike Blejer', ""Jeremy O'Shea"", 'Kristin Rogers', 'Sophia Medley']",['David Burkman'],13110903,0,13110903,0
Check It,100,40,79,['Documentary'],,1h 30m,2016,"['Dana Flor', 'Toby Oppenheimer', 'Dana Flor', 'Toby Oppenheimer', 'Paul Brill']","['Dana Flor', 'Toby Oppenheimer 6']",132555,0,132555,0
13TH,97,90,94,['Documentary'],,1h 40m,2016,"['Michelle Alexander', 'Bryan Stevenson', 'Van Jones', 'Newt Gingrich', 'Grover Norquist']",['Ava Duvernay'],519305,0,519305,0
Norman Lear: Just Another Version of You,86,67,79,['Documentary'],,1h 31m,2016,"['Norman Lear', 'John Amos', 'George Clooney', 'Louise Lasser', 'Rob Reiner']","['Heidi Ewing', 'Rachel Grady']",130319208,100366245,230685453,80000000
Lazy Eye,62,40,54,"['Drama', 'Romance', 'LGBTQ+']",,1h 30m,2016,"['Drew Barr', 'Lucas Near-Verbrugghe', 'Michaela Watkins', 'Aaron Costa Ganis', 'Harrison Givens']",['Tim Kirkman'],115000000,889,115000889,0
The Birth of a Nation,72,71,71,"['History', 'Drama', 'Biography']",R,1h 54m,2016,"['Nate Parker', 'Armie Hammer', 'Mark Boone Junior', 'Colman Domingo', 'Aunjanue Ellis-Taylor']",['1184384 Nate Parker'],21148651,46300000,67448651,30000000
Ordinary World,50,46,48,"['Comedy', 'Drama']",,1h 26m,2016,"['Billie Joe Armstrong', 'Selma Blair', 'Judy Greer', 'Madisyn Shipman', 'Dallas Roberts']",['Lee Kirk'],35014192,6083661,41097853,8000000
Brother Nature,57,28,47,['Comedy'],R,1h 37m,2016,"['Taran Killam', 'Bobby Moynihan', 'Gillian Jacobs', 'Rita Wilson', 'Bill Pullman']","['Matt Villines', 'Oz Rodriguez']",347839,0,347839,0
Keep Quiet,100,75,91,['Documentary'],,1h 32m,2016,"['Csanad Szegedi', 'Joseph Martin', 'Sam Blair', 'John Battsek', 'Kami Naghdi']","['Joseph Martin', 'Sam Blair']",132555,0,132555,0
Dog Eat Dog,50,19,39,"['Crime', 'Drama', 'Mystery & Thriller', 'Comedy']",,1h 33m,2016,"['Nicolas Cage', 'Willem Dafoe', 'Christopher Matthew Cook', 'Louisa Krause', 'Omar J. Dorsey']",['Paul Schrader'],35014192,6083661,41097853,8000000
Miss Sloane,76,72,74,"['Drama', 'Mystery & Thriller']",R,2h 12m,2016,"['Jessica Chastain', 'Mark Strong', 'Gugu Mbatha-Raw', 'Alison Pill', 'Michael Stuhlbarg']",['John Madden'],7993039,7966,8001005,0
Eddie the Eagle,81,82,81,"['Biography', 'Comedy', 'Drama']",PG-13,1h 45m,2016,"['Taron Egerton', 'Hugh Jackman', 'Jo Hartley', 'Tom Costello', 'Jack Costello']",['Dexter Fletcher'],676631,0,676631,0
Arrival,94,82,90,"['Sci-Fi', 'Mystery & Thriller', 'Drama']",PG-13,1h 56m,2016,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', ""Mark O'Brien""]",['Denis Villeneuve'],673151,101629,774780,0
ClownTown,8,29,15,"['Horror', 'Mystery & Thriller']",,1h 26m,2016,"['Brian Nagel', 'Andrew Staton', 'Katie Keene', 'David S. Greathouse', 'Tom Nagel']",['Tom Nagel 3'],116750901,126124177,242875078,41000000
Night of Something Strange,50,32,43,"['Horror', 'Comedy']",,1h 34m,2016,"['Trey Harrison', 'Rebecca C. Kasek', 'Wayne W. Johnson', 'Michael Merchant', 'Toni Ann Gambale']",['Jonathan Straiton'],35014192,6083661,41097853,8000000
SHOT! The Psycho-Spiritual Mantra of Rock,94,45,77,"['Documentary', 'Music']",,1h 35m,2016,"['Mick Rock', 'Barney Clay', 'Danny Gabai', 'Monica Hampton', 'Marisa Polvino']",['Barney Clay'],673151,101629,774780,0
"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America",100,79,92,"['Documentary', 'Music']",,1h 45m,2016,"['Mick Jagger', 'Keith Richards', 'Charlie Watts', 'Ron Wood', 'The Rolling Stones']",['Paul Dugdale'],132555,0,132555,0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,29,25,27,[],,2016,2016,"['Laverne Cox', 'Victoria Justice', 'Ryan McCartan', 'Staz Nair', 'Kenny Ortega']",['Kenny Ortega'],429028,0,429028,5000000
Race,63,77,67,"['Biography', 'History', 'Drama']",PG-13,2h 14m,2016,"['Stephan James', 'Jason Sudeikis', 'Eli Goree', 'Shanice Banton', 'Carice van Houten']",['Stephen Hopkins'],2689252,0,2689252,0
Complete Unknown,52,25,43,"['Drama', 'Mystery & Thriller']",R,1h 31m,2016,"['Rachel Weisz', 'Michael Shannon', 'Michael Chernus', 'Azita Ghanizada', 'Omar Metwally']",['Joshua Marston'],37664,9174,46838,0
"Sweet, Sweet Lonely Girl",100,45,81,"['Drama', 'Mystery & Thriller']",,1h 16m,2016,"['Quinn Shephard', 'Erin Wilhelmi', 'Susan Kellermann', 'Hada Vanessa', 'Frances Eve']",['Alejandro Daniel Calvo'],132555,0,132555,0
Ice Age: Collision Course,18,39,25,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 34m,2016,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Adam DeVine', 'Jesse Tyler Ferguson']",['Mike Thurmeier'],0,0,0,0
Kindergarten Cop 2,29,24,27,['Comedy'],PG-13,1h 40m,2016,"['Dolph Lundgren', 'Sarah Strange', 'Fiona Vroom', 'Aleks Paunovic', 'Andre Tricoteux']",['Don Michael Paul'],429028,0,429028,5000000
A Billion Lives,40,97,58,['Documentary'],,1h 35m,2016,"['Aaron Biebert', 'Aaron Biebert', 'James Shaw', 'Jennifer Biebert', 'Shem Biebert']",['Aaron Biebert 2'],67544505,20670651,88215156,35000000
Operation Avalanche,69,53,63,"['Mystery & Thriller', 'Drama']",R,1h 34m,2016,"['Matt Johnson', 'Owen Williams', 'Andrew Appelle', 'Jared Raab', 'Josh Boles']",['Matt Johnson 7'],100489151,0,100489151,0
Aloys,80,81,80,"['Drama', 'Fantasy']",,1h 31m,2016,"['Georg Friedrich', 'Tilde von Overbeck', 'Kamil Krejci', 'Yufei Li', 'Koi Lee']",['Tobias Nolle'],0,0,0,0
Spaceship,53,50,51,['Drama'],,1h 26m,2016,"['Alexa Davies', 'Lara Peake', 'Steven Elder', 'Lucian Charles Collier', 'Antti Reini']",['771809258'],315497,0,315497,0
Hooligan Sparrow,97,75,89,"['Documentary', 'Crime', 'Drama']",,1h 24m,2016,"['Jimmy Wang Yu', 'Nanfu Wang', 'Nanfu Wang', 'Andy Cohen', 'Alison Klayman']",['Nanfu Wang'],519305,0,519305,0
Joshy,81,54,72,"['Comedy', 'Drama']",R,1h 33m,2016,"['Thomas Middleditch', 'Adam Pally', 'Alex Ross Perry', 'Nick Kroll', 'Brett Gelman']",['Jeff Baena'],676631,0,676631,0
My Blind Brother,81,55,72,"['Romance', 'Comedy']",R,1h 23m,2016,"['Adam Scott', 'Nick Kroll', 'Jenny Slate', 'Charlie Hewson', 'Zoe Kazan']",['Sophie Goodhart 2'],676631,0,676631,0
Sophie and the Rising Sun,69,61,66,"['Romance', 'History', 'Drama']",R,1h 56m,2016,"['Julianne Nicholson', 'Takashi Yamaguchi', 'Margo Martindale', 'Lorraine Toussaint', 'Diane Ladd']",['Maggie Greenwald'],100489151,0,100489151,0
The Disappointments Room,0,17,5,"['Horror', 'Mystery & Thriller']",R,1h 32m,2016,"['Kate Beckinsale', 'Mel Raido', 'Duncan Joiner', 'Lucas Till', 'Michaela Conlin']",['Dj Caruso'],0,0,0,0
The Brothers Grimsby,36,41,37,"['Comedy', 'Action']",R,1h 23m,2016,"['Sacha Baron Cohen', 'Mark Strong', 'Isla Fisher', 'Penélope Cruz', 'Rebel Wilson']",['Louis Leterrier'],0,0,0,0
Dark Crimes,0,30,10,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 32m,2016,"['Jim Carrey', 'Charlotte Gainsbourg', 'Marton Csokas', 'Kati Outinen', 'Vlad Ivanov']",['Alexandros Avranas'],0,0,0,0
The C Word,100,90,96,['Documentary'],,1h 29m,2016,"['Morgan Freeman', ""Meghan O'Hara"", ""Meghan O'Hara"", ""Meghan O'Hara"", 'Lori McCreary']",['Meghan Ohara 4'],132555,0,132555,0
Manchester by the Sea,96,78,90,['Drama'],R,2h 17m,2016,"['Casey Affleck', 'Michelle Williams', 'Kyle Chandler', 'Lucas Hedges', 'C.J. Wilson']",['Kenneth Lonergan'],616333,0,616333,0
Audrie & Daisy,81,73,78,['Documentary'],,1h 30m,2016,"['Daisy Coleman', 'Charles Coleman', 'Melinda Coleman', 'Ella Fairon', 'Delaney Henderson']","['Bonni Cohen', 'Jon Shenk']",676631,0,676631,0
Abattoir,33,27,31,"['Horror', 'Mystery & Thriller']",R,1h 38m,2016,"['Jessica Lowndes', 'Joe Anderson', 'Lin Shaye', 'Michael Paré', 'Dayton Callie']",['Darren Lynn Bausman'],12227722,15744301,27972023,0
White Girl,70,45,61,['Drama'],,1h 28m,2016,"['Morgan Saylor', 'Brian ""Sene"" Marc', 'Justin Bartha', 'Chris Noth', 'Bobbi Salvör Menuez']",['Elizabeth Wood 2'],2540965,166872,2707837,0
Kill Ratio,0,17,5,['Action'],,1h 27m,2016,"['Tom Hopper', 'Amy Huberman', 'Lacy Moore', 'Brian McGuinness', 'Luke Pierucci']",['Paul Tanter'],0,0,0,0
"Fear, Inc.",46,39,43,"['Horror', 'Comedy']",R,1h 31m,2016,"['Lucas Neff', 'Caitlin Stasey', 'Chris Marquette', 'Stephanie Drake', 'Mark Moses']",['Vincent Masciale'],285585,600433,886018,0
My Big Fat Greek Wedding 2,27,52,35,"['Romance', 'Comedy']",PG-13,1h 34m,2016,"['Nia Vardalos', 'John Corbett', 'Michael Constantine', 'Lainie Kazan', 'Andrea Martin']",['1128005 Kirk Jones'],76808654,85846697,162655351,30000000
We the People: The Market Basket Effect,78,55,70,['Documentary'],,1h 16m,2016,"['Michael Chiklis', 'Tommy Reid', 'Jeff Pinilla', 'Tommy Reid', 'Nick Buzzell']",['Tommy Reid'],37664,9174,46838,0
Lavender,39,26,34,['Mystery & Thriller'],,1h 33m,2016,"['Abbie Cornish', 'Diego Klattenhoff', 'Dermot Mulroney', 'Justin Long', 'Lola Flanery']",['Ed Gass Donnelly'],13261851,14928752,28190603,26000000
Almost Christmas,49,64,54,"['Holiday', 'Comedy', 'Drama']",PG-13,1h 52m,2016,"['Danny Glover', 'Gabrielle Union', ""Mo'Nique"", 'Kimberly Elise', 'Romany Malco']",['David E Talbert'],205024,0,205024,0
Barbershop: The Next Cut,90,66,82,['Comedy'],PG-13,1h 52m,2016,"['Ice Cube', 'Cedric the Entertainer', 'Regina Hall', 'Sean Patrick Thomas', 'Eve']",['Malcolm Lee'],7362439,1940583,9303022,0
Escapes,90,83,87,['Documentary'],,1h 29m,2016,"['Hampton Fancher', 'Michael Almereyda', 'Michael Almereyda', 'Michael Almereyda', 'Wes Anderson']",['Michael Almereyda'],7362439,1940583,9303022,0
The Prison in Twelve Landscapes,88,90,88,['Documentary'],,1h 30m,2016,"['Brett Story', 'Brett Story', 'Brett Story', 'Olivier Alary', 'Maya Bankovic']",['Brett Story'],13110903,0,13110903,0
The Darkness,3,19,8,"['Horror', 'Mystery & Thriller']",PG-13,1h 33m,2016,"['Kevin Bacon', 'Radha Mitchell', 'Lucy Fry', 'David Mazouz', 'Ming-Na Wen']",['Greg Mclean'],1911419,1170307,3081726,0
Certain Women,92,51,78,['Drama'],R,1h 47m,2016,"['Kristen Stewart', 'Laura Dern', 'Michelle Williams', 'Rene Auberjonois', 'Jared Harris']",['Kelly Reichardt'],50410,0,50410,0
Everlasting,100,82,93,"['Crime', 'Drama', 'Mystery & Thriller', 'Romance']",,1h 25m,2016,"['Robert LaSardo', 'Bai Ling', 'Michael Massee', 'Pat Healy', 'David Dayan Fisher']",['Anthony Stabley'],132555,0,132555,0
Contemporary Color,71,70,70,"['Documentary', 'Music']",PG-13,1h 47m,2016,"['David Byrne', 'Nelly Furtado', 'Zola Jesus', 'Money Mark', 'Ira Glass']","['Bill Ross Iv', 'Turner Ross']",1270847,1791331,3062178,0
Kung Fu Panda 3,87,79,84,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 35m,2016,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons']","['Jennifer Yuh Nelson', 'Alessandro Carloni']",24207,0,24207,0
Bed of the Dead,83,41,69,['Horror'],,1h 28m,2016,"['Colin Price', 'Alysa King', 'Gwenlyn Cumyn', 'Dennis Andres', 'George Krissa']",['Jeff Maher'],4055660,3295401,7351061,0
The Bad Batch,46,30,40,"['Horror', 'Mystery & Thriller']",R,1h 58m,2016,"['Suki Waterhouse', 'Jason Momoa', 'Keanu Reeves', 'Jayda Fink', 'Yolonda Ross']",['Ana Lily Amirpour'],285585,600433,886018,0
The True Memoirs of an International Assassin,0,43,14,"['Action', 'Comedy']",,1h 38m,2016,"['Kevin James', 'Andy Garcia', 'Zulay Henao', 'Maurice Compte', 'Andrew Howard']",['Jeff Wadlow'],0,0,0,0
The Blackout Experiments,45,41,43,['Documentary'],,1h 21m,2016,"['Andrew Gallagher', 'Allison Fogarty', 'Bob Glouberman', 'Abel Horwitz', 'Jessica Sowa']",['Rich Fox'],171339,0,171339,0
Tracktown,73,50,65,['Drama'],,1h 29m,2016,"['Alexi Pappas', 'Chase Offerle', 'Rachel Dratch', 'Andy Buckley', 'Rebecca Friday']","['Jeremy Teicher', 'Alexi Pappas']",9457734,0,9457734,0
A Stray,100,75,91,['Drama'],,1h 22m,2016,"['Barkhad Abdirahman', 'Fathia Absie', 'Faysal Ahmed', 'Christina Baldwin', 'Ifrah Mansour']",['Musa Syeed'],132555,0,132555,0
Theo Who Lived,83,40,68,['Documentary'],,1h 26m,2016,"['Theo Padnos', 'David Schisgall', 'David Schisgall', 'Amanda Branson Gill', 'Evgenia Peretz']",['David Schisgall'],4055660,3295401,7351061,0
Two Who Dared: The Sharp's War,100,74,91,['Documentary'],,1h 15m,2016,"['Tom Hanks', 'Marina Goldman', 'Artemis Joukowsky', 'Ken Burns', 'Artemis Joukowsky']","['Artemis Joukowsky', 'Ken Burns']",132555,0,132555,0
Eva Hesse,81,67,76,"['Documentary', 'Biography', 'History', 'Drama']",,1h 45m,2016,"['Selma Blair', 'Bob Balaban', 'Patrick Kennedy', 'Julia-Maria Köhler', 'Werner Nekes']",['Marcie Begleiter'],676631,0,676631,0
Dawson City: Frozen Time,100,69,89,['Documentary'],,2h 0m,2016,"['Michael Phenicie', 'Kathy Jones-Gates', 'Bill Morrison', 'Bill Morrison', 'Bill Morrison']",['Bill Morrison 3'],132555,0,132555,0
How to Be Single,46,47,46,"['Romance', 'Comedy']",R,1h 50m,2016,"['Dakota Johnson', 'Rebel Wilson', 'Alison Brie', 'Leslie Mann', 'Damon Wayans Jr.']",['Christian Ditter 2'],285585,600433,886018,0
Let Me Make You a Martyr,60,42,54,"['Crime', 'Drama']",,1h 42m,2016,"['Mark Boone Junior', 'Sam Quartin', 'Niko Nicotera', 'Marilyn Manson', 'Michael Potts']","['Corey Asraf', 'John Swab']",101648571,135553728,237202299,90000000
Spark: A Space Tail,13,35,20,"['Kids & Family', 'Comedy', 'Adventure', 'Action', 'Sci-Fi', 'Animation']",PG,1h 30m,2016,"['Jace Norman', 'Jessica Biel', 'Susan Sarandon', 'Patrick Stewart', 'Hilary Swank']",['Aaron Woodley'],52853219,16558151,69411370,50000000
The Red Pill,29,92,50,['Documentary'],,1h 57m,2016,"['Cassie Jaye', 'Warren Farrell', 'Mark Potok', 'Paul Elam', 'Cassie Jaye']",['Cassie Jaye'],429028,0,429028,5000000
Train to Busan,95,89,93,"['Horror', 'Mystery & Thriller', 'Action']",,1h 58m,2016,"['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok', 'Choi Woo-sik', 'Kim Eui-sung']",['Yeon Sangho'],7362439,1940583,9303022,0
Santoalla,85,81,83,"['Documentary', 'Mystery & Thriller']",,1h 23m,2016,"['Carlos Albert', 'Jovita Rodríguez', 'Julio Rodríguez', 'Manolo Rodríguez', 'Margo Verfondern']","['Andrew Becker', 'Daniel Mehrer']",9369329,0,9369329,0
Fences,92,75,86,['Drama'],PG-13,2h 13m,2016,"['Denzel Washington', 'Viola Davis', 'Stephen Henderson', 'Jovan Adepo', 'Russell Hornsby']",['Denzel Washington'],50410,0,50410,0
Trespass Against Us,57,25,46,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 40m,2016,"['Michael Fassbender', 'Brendan Gleeson', 'Sean Harris', 'Lyndsey Marshal', 'Rory Kinnear']",['Adam Smith 3'],347839,0,347839,0
Michael Moore in TrumpLand,54,44,50,"['Documentary', 'Comedy']",,1h 13m,2016,"['Michael Moore', 'Michael Moore', 'Michael Moore', 'Michael Moore', 'Carl Deal']",['Michael Moore 7'],16757163,0,16757163,0
Girl Flu,86,64,78,"['Comedy', 'Drama']",,1h 32m,2016,"['Katee Sackhoff', 'Jade Pettyjohn', 'Heather Matarazzo', 'Jeremy Sisto', 'Judy Reyes']",['Dorie Barton'],130319208,100366245,230685453,80000000
Barry,80,50,70,"['Drama', 'Biography']",,1h 44m,2016,"['Devon Terrell', 'Anya Taylor-Joy', 'Ashley Judd', 'Jenna Elfman', 'Annabelle Attanasio']",['Vikram Gandhi'],0,0,0,0
This Beautiful Fantastic,63,75,67,"['Comedy', 'Drama']",PG,1h 32m,2016,"['Jessica Brown Findlay', 'Tom Wilkinson', 'Andrew Scott', 'Jeremy Irvine', 'Anna Chancellor']",['Simon Aboud'],2689252,0,2689252,0
Colossal,82,58,74,"['Comedy', 'Drama', 'Fantasy']",R,1h 50m,2016,"['Anne Hathaway', 'Jason Sudeikis', 'Austin Stowell', 'Tim Blake Nelson', 'Dan Stevens']",['Nacho Vigalondo'],829,0,829,0
Southwest of Salem: The Story of the San Antonio Four,100,50,83,['Documentary'],,1h 31m,2016,"['Deborah Esquenazi', 'Jim Butterworth', 'Daniel J. Chalfen', 'Julie Goldman', 'Christopher Clements']",['Deborah Esquenazi'],132555,0,132555,0
Born in China,83,73,79,['Documentary'],G,1h 19m,2016,"['John Krasinski', 'Xun Zhou', 'Chuan Lu', 'David Fowler', 'Brian Leith']",['Chuan Lu'],4055660,3295401,7351061,0
